reindex,Index,CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,LITHOLOGY CODE,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,V(PPM),MN(PPM),AS(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),U(PPB),ND143_ND144,Eu/Eu* 
2061,12456,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,10716,210.4,0.09,0.11,56.56,1741,4079,490.2,1966,275.9,71.56,166.1,16.59,70.01,9.54,17.58,1.71,8.05,0.84,7.85,,7.27,,,,0.554858836
2062,12457,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.04,9534,285.9,0.02,0.02,47.86,1514,3640,444.4,1851,294.9,81.94,194.6,20.27,88.55,12.53,24.05,2.27,10.5,1.09,7.28,,23.75,,,,0.524533699
2063,12458,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,10147,253.8,0.03,0.02,52.45,1697,4114,505.3,2051,301,79.41,185.4,19.01,80.9,11.2,20.93,2.03,9.58,1.01,8.63,,4.96,,,,0.52812883
2064,12459,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.03,9751,308.2,0.03,0.11,71.25,1822,4187,503.9,2042,317.3,87.02,206.4,21.93,95.95,13.47,25.98,2.54,11.6,1.24,8.97,,32.6,,,,0.506328073
2065,12460,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.03,10322,207,0.05,0.14,89.95,1523,3525,421.8,1698,250,65.96,155.6,15.74,66.92,9.19,17.28,1.7,8.13,0.85,7.83,,6.08,,,,0.573533391
2066,12461,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,10263,284.4,0.05,0.06,59.19,1555,3619,439.8,1798,286.8,78.84,189.1,19.89,86.53,12.34,22.95,2.16,9.98,1.04,9.13,,18.6,,,,0.526651312
2067,12462,[23511] YANG KUI-FENG (2019),samp. 17BY01Y,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,9758,307.3,0.03,0.02,46.89,1797,4180,505.4,2074,319.3,88.13,210.7,21.97,96.44,13.57,25.73,2.55,11.36,1.2,8.48,,36.23,,,,0.500745935
2068,12463,[23511] YANG KUI-FENG (2019),samp. 05B129,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,8464,228,0.14,0.08,44.4,1203,2931,365,1413,226,58,152,14.4,66.1,10.1,21.2,1.87,9.3,1.13,4.28,,6.96,,,,0.542985014
2069,12464,[23511] YANG KUI-FENG (2019),samp. 05B129,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.06,8928,351,0.01,0.05,34.4,991,2721,377,1598,292,81.9,222,21.7,104,16,31.9,3.05,13.7,1.51,4.2,,8.47,0.01,,,0.461845971
2070,12465,[23511] YANG KUI-FENG (2019),samp. 05B129,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.12,7922,162,0.14,0.11,38.2,865,2181,281,1120,171,45.4,115,11,49.8,7.52,15.2,1.6,6.39,0.77,2.88,,5.65,0.02,,,0.645829107
2071,12466,[23511] YANG KUI-FENG (2019),samp. 05B129,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.01,8073,349,0.05,0.06,41.8,1103,3106,421,1734,306,82.7,226,22.4,104,15.5,32,2.86,11.9,1.56,4.65,,8.02,,,,0.447501005
2072,12467,[23511] YANG KUI-FENG (2019),samp. 05B129,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.03,8833,317,0.05,0.05,46.5,1628,3900,476,1830,286,74.7,197,19.3,90.4,14.1,28.9,2.79,13,1.58,5.79,,15.8,0.01,,,0.479655045
2073,12468,[23511] YANG KUI-FENG (2019),samp. 10B10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.05,16712,322,,0.03,35.4,581,1998,290,1200,242,68.1,185,19.4,92.2,14.4,30,2.73,11.8,1.37,3.55,,1.56,0.02,,,0.50620375
2074,12469,[23511] YANG KUI-FENG (2019),samp. 10B10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.01,14176,306,,0.06,33.4,594,1834,260,1106,219,61.6,160,17.5,84.5,13.4,28.5,2.69,13.9,1.63,3.77,,5.26,,,,0.556539931
2075,12470,[23511] YANG KUI-FENG (2019),samp. 10B10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.02,9533,149,0.2,0.1,50.9,1000,2415,300,1155,177,45.5,114,11.3,48.8,6.76,13,1.16,5.83,0.64,4.87,,7.35,,,,0.641767278
2076,12471,[23511] YANG KUI-FENG (2019),samp. 10B10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.04,11280,219,0.17,0.2,123,1235,2985,371,1483,238,62.9,166,15.5,70,9.96,19.1,1.96,7.78,0.76,4.42,,9.66,,,,0.525426214
2077,12472,[23511] YANG KUI-FENG (2019),samp. 10B10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / BAYAN OBO FORMATION,BAYAN OBO FE-NB-REE DEPOSIT,42,42,110,110,subaerial,,,DOLOSTONE,COARSE-GRAINED,,,,missing,,,,,primary,,,,0.08,11699,392,,0.02,33.4,816,2894,438,1984,381,104,274,25.6,118,17.7,36.6,3.16,13.4,1.4,4.79,,14.84,,,,0.415985264
2078,12642,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,9.743266622,661.2597263,,,143.2378507,283.9255692,0.37474232,3.39E-03,,1416.67431,2205.933947,185.4587296,615.6075454,82.22098445,9.589479212,70.21846803,8.194168501,44.4279225,9.139926642,25.61352767,3.740868264,26.4455462,4.937939901,3.762351464,,45.820583,67.04381026,,,0.322188469
2079,12643,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,42.79008877,608.5460628,,,163.653889,347.5435484,0.898965148,0.6497815,,1960.086942,3378.361808,299.9024607,989.7347622,121.2712213,14.41792145,92.93567472,10.4012248,54.9165,11.30769528,31.2245433,4.53721807,31.33194614,5.2484202,4.318012473,,102.6235081,30.15213984,,,0.30136928
2080,12644,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,17.32279358,703.5487986,,,155.1903476,482.9616715,1.505938462,1.46E-02,,2857.775742,4957.081568,436.8953275,1411.946122,171.0081843,20.67063555,127.4516747,14.55653033,76.67073964,15.78429918,43.63386983,6.482362007,44.41304885,7.359268565,5.223385302,,188.7650589,43.84927864,,,0.265312366
2081,12645,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,16.35797659,752.9919092,,,223.6684872,466.3032259,1.092405294,2.09E-02,,2771.774335,4769.184011,428.3603567,1403.142311,172.882409,21.3861761,132.3096951,14.90439301,77.21530787,15.54960665,42.65414895,6.069154412,41.85750051,6.945662547,5.265054632,,163.62345,34.3699672,,,0.262980608
2082,12646,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,17.78402425,734.2022081,,,182.2789397,383.1375475,0.933985578,0.114419303,,2278.937886,3797.782598,326.6463271,1049.789887,124.517904,16.11190181,94.70291396,10.67071408,56.55180863,12.1223724,34.48752245,5.084898555,35.86256166,6.373524846,4.843145556,,117.934765,30.50605928,,,0.326155886
2083,12647,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,14.60564593,746.0383261,,,149.0556338,472.4984706,1.041643839,0.011354599,,2501.176283,4158.426907,357.8762407,1140.169003,145.3761909,17.18494231,114.7732863,13.27035381,71.91552051,14.98945408,42.62542883,6.302808196,45.52502182,8.01563715,4.822335013,,133.7710541,49.69810767,,,0.265655172
2084,12648,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,28.9365014,646.4838187,,,259.7603091,530.9255059,1.39905309,2.78E-02,,2949.530635,5004.874121,439.9580971,1433.934437,178.8349872,22.88449334,137.7423749,15.48063685,83.56667243,17.34146634,48.67956773,7.207672856,50.8800838,8.515241617,13.8106636,,187.1253859,47.07080572,,,0.265769506
2085,12649,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,32.19999148,543.1939853,,,158.4450684,465.405179,0.847000611,0.015863439,,2156.70394,3689.830627,327.7697919,1100.662696,143.6911158,15.06621948,112.146299,13.15110183,72.28400529,14.99506908,41.2612889,6.068271422,41.88104729,7.437580816,3.891029267,,125.6281068,44.77637209,,,0.239751892
2086,12650,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,17.13494655,873.1361684,,,170.3655093,596.8687136,1.688620835,0.012546133,,3694.328866,6369.947127,566.0965492,1811.138512,219.2866694,26.25042569,159.8356097,18.2498172,96.9273961,19.70775832,53.72196012,8.101518811,56.07067455,9.122664099,5.611556932,,213.8226497,47.38960676,,,0.237254441
2087,12651,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,16.76109845,607.8760453,,,129.7811497,497.7004762,1.536982439,1.70E-02,,2982.166424,5149.864841,449.8217232,1437.510641,173.0791067,20.56272978,130.2865861,14.81394185,78.66767997,16.38925131,45.43559296,6.561901678,46.69320863,7.774752814,4.605598487,,187.9788166,44.92931572,,,0.256635303
2088,12652,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,15.18988433,826.9049144,,,220.0392433,331.8165376,0.840521452,0.013556706,,2124.751414,3644.053553,320.7425689,1039.778632,123.5025931,15.05945657,92.21838895,10.32835906,53.34942882,10.8607692,30.04629798,4.192835146,29.00939295,4.717954677,4.713242431,,120.247726,30.15702283,,,0.314348497
2089,12653,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,17.65080011,557.1500346,,,154.9060422,565.65363,1.359732828,1.44E-02,,2753.979194,4732.262063,417.0930164,1382.149291,176.2817157,19.93108159,137.8633984,16.02964908,86.18985888,18.26796021,51.60520406,7.744909418,54.90018221,9.79869581,4.629932543,,166.5035352,45.86803424,,,0.232935623
2090,12654,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,10.33486448,700.7719939,,,142.7751378,340.0243848,0.436234116,3.26E-03,,1678.784436,2643.898147,223.1003264,741.5284084,98.20483814,11.5415664,82.41953584,9.479027495,51.62500833,10.96772669,30.62090428,4.476167961,31.55630701,5.702928631,4.117435593,,61.71123834,69.63618648,,,0.302291409
2091,12655,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,18.83154284,689.4263257,,,150.1186689,518.1497807,1.25731355,9.07E-03,,2842.508166,4795.458407,417.2825915,1348.54027,166.9855282,19.4088821,127.6302115,14.72181073,80.18065346,16.57357461,47.27637426,6.8615854,48.75858146,8.497008776,4.912871023,,174.1929603,43.65307024,,,0.251747562
2092,12656,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,15.34373202,879.3646509,,,275.0664885,486.291804,1.297215932,1.10E-02,,3044.875318,5235.304601,468.4390731,1521.400323,185.8260951,22.96479811,134.3297117,15.35295538,79.50411365,15.85929266,44.25100648,6.412823292,44.45261852,7.221555102,5.792836439,,167.2884624,36.06797765,,,0.268284051
2093,12657,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,11.18641355,608.7724868,,,136.1803816,329.7501286,0.684222378,4.43E-03,,1738.850872,2561.063169,205.2554377,684.7093099,90.91430545,13.08943766,80.42478348,9.281974629,50.59699225,10.6844561,29.49394356,4.258426706,29.23136515,5.670209709,4.156966671,,88.3157557,69.3189492,,,0.365151117
2094,12658,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,14.25222686,749.2112326,,,190.6775485,416.207095,0.747979321,1.08E-02,,2084.890248,3444.802508,297.2559766,989.775261,125.9818413,14.89198361,99.76412948,11.73472879,63.74203861,13.46178027,37.20850577,5.393353581,38.33158284,6.650938391,4.785476534,,116.0940455,43.75858103,,,0.284499701
2095,12659,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,15.07182306,827.5721329,,,227.9358916,477.9233151,1.285155786,1.76E-02,,2991.880699,5145.498147,451.573153,1453.191446,171.3443717,21.91705705,129.1827908,14.33392453,75.21051841,15.51375141,43.05955427,6.398805272,43.36761703,7.302564077,5.675677985,,179.1078217,40.26573508,,,0.277268358
2096,12660,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,13.96448899,455.5814819,,,155.8816273,380.7922868,0.891638021,1.14E-02,,2067.855633,3565.36328,311.3816317,1023.713853,123.7411581,14.8538281,95.42214049,10.7737974,58.2012926,12.01644962,33.88362677,4.927884611,35.03100362,6.082550923,3.719280354,,131.9572566,33.41301908,,,0.299357269
2097,12661,[23716] SUN SAI-JUN (2020),samp. ZK0702-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,GRANITE,,,,,missing,,,,,primary,14.61487559,655.1590508,,,150.2679222,489.7158084,1.407496701,3.32E-03,,2949.943168,5067.187796,445.4044667,1428.211273,171.7096563,20.30967077,129.4776244,14.43067279,76.75182311,15.83282491,44.3174697,6.535101466,46.58803412,7.833786147,4.79572177,,180.4584148,43.02927548,,,0.256075753
2098,12662,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,8.425599604,682.2214081,,,156.3054094,194.1079995,0.220034745,1.13E-03,,1069.921534,1504.062822,116.9410611,384.4694198,50.60773588,7.037507791,44.48686469,5.093594353,28.65450016,5.997694605,16.85855862,2.523741295,17.66407759,3.513360112,3.701421222,,23.07909588,55.97687649,,,0.475703441
2099,12663,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,11.43878386,730.2216478,,,186.2444205,373.1061247,0.775819811,1.10E-02,,2225.18353,3752.589058,329.0046007,1077.37166,127.8366564,15.70616425,96.79538532,11.00306288,57.6279454,11.93052152,32.96568796,4.865298616,34.70281083,5.785091655,4.540886308,,84.57829312,23.63268401,,,0.307004992
2100,12664,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,9.907195594,664.5460266,,,153.985667,254.2870029,0.296326648,1.11E-03,,1286.151325,1854.586136,147.9644576,498.9420529,68.81059362,8.70210815,61.01679303,7.323349874,39.20791412,8.273612834,22.39304499,3.169147531,22.68141199,4.511333681,3.694520815,,37.81510402,61.39504702,,,0.367794393
2101,12665,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,6.989968691,624.5419457,,,157.9420371,119.3185595,0.106025481,3.29E-03,,668.3066174,889.1025752,67.23864529,223.4208454,29.97310545,4.541296562,27.65496515,3.10975312,17.17645835,3.630720443,10.20223914,1.424325886,10.83828318,2.267176344,3.199067899,,13.14474595,34.19285608,,,0.641650497
2102,12666,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,29.43935832,691.3465837,,,163.8876103,393.2312949,0.925599087,1.49E-02,,2100.805507,3467.172023,297.2247377,980.4262341,121.6405752,14.86666469,95.50079521,11.19899554,59.6051242,12.47969069,34.77672132,5.157427883,36.7990973,6.625676204,4.427459826,,98.44625336,27.83292191,,,0.301943012
2103,12667,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,7.165514676,644.0837283,,,158.024814,132.309876,0.132053716,1.10E-03,,732.6438296,981.509386,74.53006256,244.1240063,32.88046838,5.098040698,30.00870768,3.456024159,18.71391035,3.998831168,11.38297868,1.652042331,12.1435045,2.444006103,3.392086061,,14.51441945,37.15420958,,,0.633788953
2104,12668,[23716] SUN SAI-JUN (2020),samp. ZK0702-13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HAINAN PROVINCE / QIANJIA PLUTON,QIANJIA HAINAN ISLAND,19.5,19.5,109,109,subaerial,,,NOT GIVEN,MICROGRANULAR,,,,missing,,,,,primary,14.39332477,745.8424015,,,136.8008893,385.6418829,0.443203028,5.47E-03,,1520.311921,2415.717976,206.8190984,730.4256916,108.7886406,10.54664034,94.92142322,11.42497415,61.81488516,12.5727089,34.91855816,4.823484429,32.6876593,6.014969025,4.085642883,,50.13697301,64.89204268,,,0.22788502
